	AlignmentCoverage	AlignmentIdentity	AlignmentLength	AlignmentLengthStripped	Distance	Family	Ka	Ks	Node	Omega	Paralog1	Paralog2	WeightOutliersIncluded	WeightOutliersExcluded
Potri.008G021000.1__Potri.009G164600.1	0.8	0.58848	1215.0	972.0	1.10058	GF_000566	0.42100000000000004	5.9321	16.0	0.071	Potri.009G164600.1	Potri.008G021000.1	0.055560000000000005	0.0
Potri.008G021000.1__Potri.009G164600.1	0.8	0.58848	1215.0	972.0	1.10058	GF_000566	0.42100000000000004	5.9321	16.0	0.071	Potri.009G164600.1	Potri.008G021000.1	0.055560000000000005	0.0
Potri.005G127000.1__Potri.007G031000.1	0.81413	0.93075	1614.0	1314.0	0.06699	GF_000529	0.0497	0.2315	17.0	0.2147	Potri.007G031000.1	Potri.005G127000.1	0.125	0.14286
Potri.005G127000.1__Potri.007G031000.1	0.81413	0.93075	1614.0	1314.0	0.06699	GF_000529	0.0497	0.2315	17.0	0.2147	Potri.007G031000.1	Potri.005G127000.1	0.125	0.14286
Potri.007G031000.1__Potri.009G112800.1	0.2974	0.64375	1614.0	480.0	0.5844	GF_000529	1.023	76.0632	18.0	0.0134	Potri.009G112800.1	Potri.007G031000.1	0.11110999999999999	0.0
Potri.007G031000.1__Potri.009G112800.1	0.2974	0.64375	1614.0	480.0	0.5844	GF_000529	1.023	76.0632	18.0	0.0134	Potri.009G112800.1	Potri.007G031000.1	0.11110999999999999	0.0
Potri.007G031000.1__Potri.009G112800.1	0.2974	0.64375	1614.0	480.0	0.5844	GF_000529	1.023	76.0632	18.0	0.0134	Potri.009G112800.1	Potri.007G031000.1	0.11110999999999999	0.0
Potri.005G127000.1__Potri.009G112800.1	0.29554	0.6499	1614.0	477.0	0.59969	GF_000529	0.8612	72.0213	18.0	0.012	Potri.009G112800.1	Potri.005G127000.1	0.11110999999999999	0.0
Potri.005G127000.1__Potri.009G112800.1	0.29554	0.6499	1614.0	477.0	0.59969	GF_000529	0.8612	72.0213	18.0	0.012	Potri.009G112800.1	Potri.005G127000.1	0.11110999999999999	0.0
Potri.005G127000.1__Potri.009G112800.1	0.29554	0.6499	1614.0	477.0	0.59969	GF_000529	0.8612	72.0213	18.0	0.012	Potri.009G112800.1	Potri.005G127000.1	0.11110999999999999	0.0
Potri.002G055900.1__Potri.005G206500.1	0.10835	0.86916	5925.0	642.0	0.16498	GF_000571	0.0607	0.377	9.0	0.1609	Potri.005G206500.1	Potri.002G055900.1	1.0	1.0
Potri.008G014100.1__Potri.010G246000.1	0.5838	0.9338	5925.0	3459.0	0.07365	GF_000571	0.0335	0.1516	10.0	0.221	Potri.010G246000.1	Potri.008G014100.1	1.0	1.0
Potri.010G117800.1__Potri.015G042500.1	0.52962	0.73837	5925.0	3138.0	0.34159	GF_000571	0.1435	2.1045	11.0	0.0682	Potri.015G042500.1	Potri.010G117800.1	1.0	1.0
Potri.010G117800.1__Potri.015G042500.1	0.52962	0.73837	5925.0	3138.0	0.34159	GF_000571	0.1435	2.1045	11.0	0.0682	Potri.015G042500.1	Potri.010G117800.1	1.0	1.0
Potri.001G268400.1__Potri.009G062700.1	0.59649	0.88235	342.0	204.0	0.14182	GF_000530	0.0668	0.32299999999999995	11.0	0.207	Potri.009G062700.1	Potri.001G268400.1	1.0	1.0
Potri.009G062700.1__Potri.016G052200.1	0.58772	0.6019899999999999	342.0	201.0	0.6341899999999999	GF_000530	0.3212	51.1541	17.0	0.0063	Potri.009G062700.1	Potri.016G052200.1	0.08333	0.0
Potri.001G268400.1__Potri.016G052200.1	0.58772	0.63184	342.0	201.0	0.64715	GF_000530	0.3284	52.5396	17.0	0.0062	Potri.001G268400.1	Potri.016G052200.1	0.08333	0.0
Potri.006G055500.1__Potri.009G062700.1	0.58772	0.55224	342.0	201.0	0.94278	GF_000530	0.415	50.51	18.0	0.0082	Potri.006G055500.1	Potri.009G062700.1	0.0625	0.0
Potri.001G268400.1__Potri.006G055500.1	0.58772	0.55224	342.0	201.0	0.9557399999999999	GF_000530	0.406	30.4892	18.0	0.0133	Potri.006G055500.1	Potri.001G268400.1	0.0625	0.0
Potri.006G055500.1__Potri.016G052200.1	0.58772	0.60697	342.0	201.0	0.67285	GF_000530	0.3485	3.0689	18.0	0.1136	Potri.006G055500.1	Potri.016G052200.1	0.0625	0.09091
Potri.006G055500.1__Potri.016G052200.1	0.58772	0.60697	342.0	201.0	0.67285	GF_000530	0.3485	3.0689	18.0	0.1136	Potri.006G055500.1	Potri.016G052200.1	0.0625	0.09091
Potri.008G202200.1__Potri.010G030500.1	0.46316999999999997	0.9103	2118.0	981.0	0.09961	GF_000556	0.0239	0.2666	10.0	0.0898	Potri.010G030500.1	Potri.008G202200.1	1.0	1.0
Potri.010G030500.1__Potri.014G139300.1	0.43768	0.62783	2118.0	927.0	0.63293	GF_000556	0.2173	4.0649	11.0	0.0535	Potri.014G139300.1	Potri.010G030500.1	0.5	0.5
Potri.010G030500.1__Potri.014G139300.1	0.43768	0.62783	2118.0	927.0	0.63293	GF_000556	0.2173	4.0649	11.0	0.0535	Potri.014G139300.1	Potri.010G030500.1	0.5	0.5
Potri.008G202200.1__Potri.014G139300.1	0.43768	0.62567	2118.0	927.0	0.60606	GF_000556	0.2077	4.0969	11.0	0.0507	Potri.014G139300.1	Potri.008G202200.1	0.5	0.5
Potri.008G202200.1__Potri.014G139300.1	0.43768	0.62567	2118.0	927.0	0.60606	GF_000556	0.2077	4.0969	11.0	0.0507	Potri.014G139300.1	Potri.008G202200.1	0.5	0.5
Potri.008G121500.1__Potri.010G123900.1	0.33003000000000005	0.82976	2118.0	699.0	0.24552	GF_000556	0.1068	0.4253	13.0	0.2511	Potri.010G123900.1	Potri.008G121500.1	1.0	1.0
Potri.002G115900.1__Potri.014G013400.1	0.5743	0.84149	747.0	429.0	0.25916	GF_000570	0.1359	0.3147	9.0	0.4318	Potri.014G013400.1	Potri.002G115900.1	1.0	1.0
Potri.002G115900.1__Potri.014G013400.1	0.5743	0.84149	747.0	429.0	0.25916	GF_000570	0.1359	0.3147	9.0	0.4318	Potri.014G013400.1	Potri.002G115900.1	1.0	1.0
Potri.007G006900.1__Potri.014G007100.1	0.7068300000000001	0.86364	747.0	528.0	0.2496	GF_000570	0.083	0.1982	10.0	0.4189	Potri.014G007100.1	Potri.007G006900.1	1.0	1.0
Potri.014G007100.1__Potri.014G013400.1	0.5502	0.5766399999999999	747.0	411.0	1.0615	GF_000570	0.3146	2.3042	11.0	0.1365	Potri.014G013400.1	Potri.014G007100.1	0.25	0.33333
Potri.007G006900.1__Potri.014G013400.1	0.49398000000000003	0.55556	747.0	369.0	1.1351200000000001	GF_000570	0.3839	3.0439	11.0	0.1261	Potri.014G013400.1	Potri.007G006900.1	0.25	0.33333
Potri.002G115900.1__Potri.014G007100.1	0.56225	0.56667	747.0	420.0	1.16638	GF_000570	0.31	3.227	11.0	0.0961	Potri.002G115900.1	Potri.014G007100.1	0.25	0.33333
Potri.002G115900.1__Potri.014G007100.1	0.56225	0.56667	747.0	420.0	1.16638	GF_000570	0.31	3.227	11.0	0.0961	Potri.002G115900.1	Potri.014G007100.1	0.25	0.33333
Potri.002G115900.1__Potri.007G006900.1	0.5100399999999999	0.53806	747.0	381.0	1.24	GF_000570	0.3732	11.5099	11.0	0.0324	Potri.002G115900.1	Potri.007G006900.1	0.25	0.0
Potri.002G115900.1__Potri.007G006900.1	0.5100399999999999	0.53806	747.0	381.0	1.24	GF_000570	0.3732	11.5099	11.0	0.0324	Potri.002G115900.1	Potri.007G006900.1	0.25	0.0
Potri.008G113400.1__Potri.010G135200.1	0.8032100000000001	0.9016700000000001	747.0	600.0	0.11095999999999999	GF_000570	0.0315	0.243	12.0	0.1295	Potri.010G135200.1	Potri.008G113400.1	1.0	1.0
Potri.004G111100.1__Potri.017G106700.1	0.5421699999999999	0.8987700000000001	747.0	405.0	0.15068	GF_000570	0.0777	0.2346	13.0	0.3311	Potri.004G111100.1	Potri.017G106700.1	1.0	1.0
Potri.004G111100.1__Potri.010G135200.1	0.78715	0.66327	747.0	588.0	0.52072	GF_000570	0.1664	4.1183	14.0	0.0404	Potri.010G135200.1	Potri.004G111100.1	0.25	0.33333
Potri.004G111100.1__Potri.010G135200.1	0.78715	0.66327	747.0	588.0	0.52072	GF_000570	0.1664	4.1183	14.0	0.0404	Potri.010G135200.1	Potri.004G111100.1	0.25	0.33333
Potri.010G135200.1__Potri.017G106700.1	0.5421699999999999	0.6963	747.0	405.0	0.54198	GF_000570	0.1478	6.4856	14.0	0.0228	Potri.010G135200.1	Potri.017G106700.1	0.25	0.0
Potri.010G135200.1__Potri.017G106700.1	0.5421699999999999	0.6963	747.0	405.0	0.54198	GF_000570	0.1478	6.4856	14.0	0.0228	Potri.010G135200.1	Potri.017G106700.1	0.25	0.0
Potri.004G111100.1__Potri.008G113400.1	0.78715	0.68537	747.0	588.0	0.5319	GF_000570	0.1546	1.9142	14.0	0.0808	Potri.008G113400.1	Potri.004G111100.1	0.25	0.33333
Potri.008G113400.1__Potri.017G106700.1	0.5421699999999999	0.7209899999999999	747.0	405.0	0.55316	GF_000570	0.1393	3.8806	14.0	0.0359	Potri.008G113400.1	Potri.017G106700.1	0.25	0.33333
Potri.006G061700.1__Potri.018G118400.1	0.07765	0.8383799999999999	2550.0	198.0	0.2305	GF_000526	0.0698	1.1346	10.0	0.0615	Potri.006G061700.1	Potri.018G118400.1	1.0	1.0
Potri.006G061700.1__Potri.018G118400.1	0.07765	0.8383799999999999	2550.0	198.0	0.2305	GF_000526	0.0698	1.1346	10.0	0.0615	Potri.006G061700.1	Potri.018G118400.1	1.0	1.0
Potri.006G105400.1__Potri.016G128400.1	0.7835300000000001	0.9194200000000001	2550.0	1998.0	0.09832	GF_000526	0.0931	51.3816	13.0	0.0018	Potri.016G128400.1	Potri.006G105400.1	1.0	0.0
Potri.006G105400.1__Potri.016G128400.1	0.7835300000000001	0.9194200000000001	2550.0	1998.0	0.09832	GF_000526	0.0931	51.3816	13.0	0.0018	Potri.016G128400.1	Potri.006G105400.1	1.0	0.0
Potri.019G121500.1__Potri.019G123400.1	0.49646999999999997	0.9928899999999999	2550.0	1266.0	0.00967	GF_000526	0.0	0.0	14.0	0.1344	Potri.019G123400.1	Potri.019G121500.1	1.0	0.0
Potri.019G121500.1__Potri.019G123400.1	0.49646999999999997	0.9928899999999999	2550.0	1266.0	0.00967	GF_000526	0.0	0.0	14.0	0.1344	Potri.019G123400.1	Potri.019G121500.1	1.0	0.0
Potri.013G153500.1__Potri.019G123400.1	0.44235	0.8936200000000001	2550.0	1128.0	0.17235	GF_000526	0.0621	0.0006	15.0	99.0	Potri.013G153500.1	Potri.019G123400.1	0.5	0.0
Potri.013G153500.1__Potri.019G123400.1	0.44235	0.8936200000000001	2550.0	1128.0	0.17235	GF_000526	0.0621	0.0006	15.0	99.0	Potri.013G153500.1	Potri.019G123400.1	0.5	0.0
Potri.013G153500.1__Potri.019G121500.1	0.32706	0.88849	2550.0	834.0	0.18094000000000002	GF_000526	0.0621	0.0006	15.0	99.0	Potri.013G153500.1	Potri.019G121500.1	0.5	0.0
Potri.013G153500.1__Potri.019G121500.1	0.32706	0.88849	2550.0	834.0	0.18094000000000002	GF_000526	0.0621	0.0006	15.0	99.0	Potri.013G153500.1	Potri.019G121500.1	0.5	0.0
Potri.013G153500.1__Potri.016G128400.1	0.44	0.6996399999999999	2550.0	1122.0	0.49978999999999996	GF_000526	0.1263	32.0504	16.0	0.0039	Potri.016G128400.1	Potri.013G153500.1	0.16667	0.0
Potri.013G153500.1__Potri.016G128400.1	0.44	0.6996399999999999	2550.0	1122.0	0.49978999999999996	GF_000526	0.1263	32.0504	16.0	0.0039	Potri.016G128400.1	Potri.013G153500.1	0.16667	0.0
Potri.016G128400.1__Potri.019G123400.1	0.78235	0.69724	2550.0	1995.0	0.46053999999999995	GF_000526	0.0578	13.9234	16.0	0.0042	Potri.016G128400.1	Potri.019G123400.1	0.16667	0.0
Potri.016G128400.1__Potri.019G123400.1	0.78235	0.69724	2550.0	1995.0	0.46053999999999995	GF_000526	0.0578	13.9234	16.0	0.0042	Potri.016G128400.1	Potri.019G123400.1	0.16667	0.0
Potri.016G128400.1__Potri.019G121500.1	0.49412	0.68492	2550.0	1260.0	0.46913	GF_000526	0.0578	13.9887	16.0	0.0041	Potri.016G128400.1	Potri.019G121500.1	0.16667	0.0
Potri.006G105400.1__Potri.013G153500.1	0.44	0.6943	2550.0	1122.0	0.53469	GF_000526	0.1866	1.3228	16.0	0.141	Potri.006G105400.1	Potri.013G153500.1	0.16667	1.0
Potri.006G105400.1__Potri.019G123400.1	0.78	0.6913	2550.0	1989.0	0.49543999999999994	GF_000526	0.1045	57.4115	16.0	0.0018	Potri.006G105400.1	Potri.019G123400.1	0.16667	0.0
Potri.006G105400.1__Potri.019G123400.1	0.78	0.6913	2550.0	1989.0	0.49543999999999994	GF_000526	0.1045	57.4115	16.0	0.0018	Potri.006G105400.1	Potri.019G123400.1	0.16667	0.0
Potri.006G105400.1__Potri.019G121500.1	0.49176000000000003	0.67464	2550.0	1254.0	0.50403	GF_000526	0.1045	57.4119	16.0	0.0018	Potri.006G105400.1	Potri.019G121500.1	0.16667	0.0
Potri.012G102900.1__Potri.015G101000.1	0.73554	0.8745299999999999	726.0	534.0	0.14122	GF_000559	0.0439	0.5226	12.0	0.084	Potri.012G102900.1	Potri.015G101000.1	1.0	1.0
Potri.012G102900.1__Potri.015G101000.1	0.73554	0.8745299999999999	726.0	534.0	0.14122	GF_000559	0.0439	0.5226	12.0	0.084	Potri.012G102900.1	Potri.015G101000.1	1.0	1.0
Potri.008G105600.1__Potri.010G145500.1	0.2686	0.80513	726.0	195.0	0.33	GF_000559	0.179	0.4493	14.0	0.3985	Potri.008G105600.1	Potri.010G145500.1	1.0	1.0
Potri.012G006400.1__Potri.015G003100.1	0.55528	0.8864299999999999	1221.0	678.0	0.1407	GF_000532	0.08	0.299	10.0	0.2676	Potri.012G006400.1	Potri.015G003100.1	1.0	1.0
Potri.012G006400.1__Potri.015G003100.1	0.55528	0.8864299999999999	1221.0	678.0	0.1407	GF_000532	0.08	0.299	10.0	0.2676	Potri.012G006400.1	Potri.015G003100.1	1.0	1.0
Potri.002G076800.1__Potri.005G183800.1	0.23586999999999997	0.70833	1221.0	288.0	0.629	GF_000532	0.4592	0.6702	11.0	0.6852	Potri.005G183800.1	Potri.002G076800.1	1.0	1.0
Potri.002G180500.1__Potri.014G106500.1	0.87961	0.64898	1221.0	1074.0	0.79485	GF_000532	0.4074	1.5878	16.0	0.2566	Potri.014G106500.1	Potri.002G180500.1	0.25	0.25
Potri.012G006400.1__Potri.014G106500.1	0.8869799999999999	0.57618	1221.0	1083.0	1.01403	GF_000532	0.4527	2.533	17.0	0.1787	Potri.012G006400.1	Potri.014G106500.1	0.05	0.1
Potri.012G006400.1__Potri.014G106500.1	0.8869799999999999	0.57618	1221.0	1083.0	1.01403	GF_000532	0.4527	2.533	17.0	0.1787	Potri.012G006400.1	Potri.014G106500.1	0.05	0.1
Potri.002G180500.1__Potri.012G006400.1	0.87961	0.62942	1221.0	1074.0	0.78194	GF_000532	0.3856	4.3597	17.0	0.0884	Potri.012G006400.1	Potri.002G180500.1	0.05	0.1
Potri.002G180500.1__Potri.012G006400.1	0.87961	0.62942	1221.0	1074.0	0.78194	GF_000532	0.3856	4.3597	17.0	0.0884	Potri.012G006400.1	Potri.002G180500.1	0.05	0.1
Potri.014G106500.1__Potri.015G003100.1	0.55037	0.54613	1221.0	672.0	1.06873	GF_000532	0.4835	7.7135	17.0	0.0627	Potri.015G003100.1	Potri.014G106500.1	0.05	0.0
Potri.014G106500.1__Potri.015G003100.1	0.55037	0.54613	1221.0	672.0	1.06873	GF_000532	0.4835	7.7135	17.0	0.0627	Potri.015G003100.1	Potri.014G106500.1	0.05	0.0
Potri.002G180500.1__Potri.015G003100.1	0.5429999999999999	0.5897399999999999	1221.0	663.0	0.8366399999999999	GF_000532	0.3911	5.5409	17.0	0.0706	Potri.015G003100.1	Potri.002G180500.1	0.05	0.0
Potri.002G180500.1__Potri.015G003100.1	0.5429999999999999	0.5897399999999999	1221.0	663.0	0.8366399999999999	GF_000532	0.3911	5.5409	17.0	0.0706	Potri.015G003100.1	Potri.002G180500.1	0.05	0.0
Potri.004G067600.1__Potri.017G153200.1	0.8583700000000001	0.66333	699.0	600.0	0.9046200000000001	GF_000549	0.3494	0.9614	12.0	0.3635	Potri.004G067600.1	Potri.017G153200.1	0.25	0.25
Potri.008G055100.1__Potri.010G204800.1	0.73782	0.8543	1293.0	954.0	0.2955	GF_000565	0.0902	0.2454	11.0	0.3677	Potri.008G055100.1	Potri.010G204800.1	0.33333	0.33333
Potri.005G134200.1__Potri.007G038100.1	0.72622	0.91054	1293.0	939.0	0.11803	GF_000565	0.069	0.3442	12.0	0.2006	Potri.005G134200.1	Potri.007G038100.1	1.0	1.0
Potri.005G134200.1__Potri.007G038100.1	0.72622	0.91054	1293.0	939.0	0.11803	GF_000565	0.069	0.3442	12.0	0.2006	Potri.005G134200.1	Potri.007G038100.1	1.0	1.0
Potri.001G238400.1__Potri.009G029500.1	0.74942	0.9009299999999999	1293.0	969.0	0.17101	GF_000565	0.0622	0.1866	13.0	0.3332	Potri.001G238400.1	Potri.009G029500.1	1.0	1.0
Potri.001G238400.1__Potri.006G084200.1	0.6891	0.6251399999999999	1293.0	891.0	0.73995	GF_000565	0.2435	1.7887	14.0	0.1361	Potri.006G084200.1	Potri.001G238400.1	0.5	0.5
Potri.001G238400.1__Potri.006G084200.1	0.6891	0.6251399999999999	1293.0	891.0	0.73995	GF_000565	0.2435	1.7887	14.0	0.1361	Potri.006G084200.1	Potri.001G238400.1	0.5	0.5
Potri.006G084200.1__Potri.009G029500.1	0.69142	0.62752	1293.0	894.0	0.66978	GF_000565	0.2255	1.7025	14.0	0.1324	Potri.006G084200.1	Potri.009G029500.1	0.5	0.5
Potri.006G084200.1__Potri.009G029500.1	0.69142	0.62752	1293.0	894.0	0.66978	GF_000565	0.2255	1.7025	14.0	0.1324	Potri.006G084200.1	Potri.009G029500.1	0.5	0.5
Potri.006G084200.1__Potri.008G055100.1	0.70998	0.622	1293.0	918.0	0.77576	GF_000565	0.2194	3.3710000000000004	16.0	0.0651	Potri.008G055100.1	Potri.006G084200.1	0.05	0.07143
Potri.006G084200.1__Potri.008G055100.1	0.70998	0.622	1293.0	918.0	0.77576	GF_000565	0.2194	3.3710000000000004	16.0	0.0651	Potri.008G055100.1	Potri.006G084200.1	0.05	0.07143
Potri.001G238400.1__Potri.008G055100.1	0.7239	0.625	1293.0	936.0	0.80635	GF_000565	0.2162	2.5313	16.0	0.0854	Potri.008G055100.1	Potri.001G238400.1	0.05	0.07143
Potri.001G238400.1__Potri.008G055100.1	0.7239	0.625	1293.0	936.0	0.80635	GF_000565	0.2162	2.5313	16.0	0.0854	Potri.008G055100.1	Potri.001G238400.1	0.05	0.07143
Potri.001G238400.1__Potri.008G055100.1	0.7239	0.625	1293.0	936.0	0.80635	GF_000565	0.2162	2.5313	16.0	0.0854	Potri.008G055100.1	Potri.001G238400.1	0.05	0.07143
Potri.008G055100.1__Potri.009G029500.1	0.72158	0.6302300000000001	1293.0	933.0	0.7361800000000001	GF_000565	0.2114	2.4129	16.0	0.0876	Potri.008G055100.1	Potri.009G029500.1	0.05	0.07143
Potri.008G055100.1__Potri.009G029500.1	0.72158	0.6302300000000001	1293.0	933.0	0.7361800000000001	GF_000565	0.2114	2.4129	16.0	0.0876	Potri.008G055100.1	Potri.009G029500.1	0.05	0.07143
Potri.008G055100.1__Potri.009G029500.1	0.72158	0.6302300000000001	1293.0	933.0	0.7361800000000001	GF_000565	0.2114	2.4129	16.0	0.0876	Potri.008G055100.1	Potri.009G029500.1	0.05	0.07143
Potri.006G084200.1__Potri.010G204800.1	0.6705300000000001	0.63783	1293.0	867.0	0.63788	GF_000565	0.2016	2.7129	16.0	0.0743	Potri.010G204800.1	Potri.006G084200.1	0.05	0.07143
Potri.006G084200.1__Potri.010G204800.1	0.6705300000000001	0.63783	1293.0	867.0	0.63788	GF_000565	0.2016	2.7129	16.0	0.0743	Potri.010G204800.1	Potri.006G084200.1	0.05	0.07143
Potri.001G238400.1__Potri.010G204800.1	0.68213	0.65193	1293.0	882.0	0.66847	GF_000565	0.2115	2.0599	16.0	0.1027	Potri.010G204800.1	Potri.001G238400.1	0.05	0.07143
Potri.001G238400.1__Potri.010G204800.1	0.68213	0.65193	1293.0	882.0	0.66847	GF_000565	0.2115	2.0599	16.0	0.1027	Potri.010G204800.1	Potri.001G238400.1	0.05	0.07143
Potri.001G238400.1__Potri.010G204800.1	0.68213	0.65193	1293.0	882.0	0.66847	GF_000565	0.2115	2.0599	16.0	0.1027	Potri.010G204800.1	Potri.001G238400.1	0.05	0.07143
Potri.009G029500.1__Potri.010G204800.1	0.68213	0.65533	1293.0	882.0	0.5983	GF_000565	0.2051	1.8572	16.0	0.1104	Potri.010G204800.1	Potri.009G029500.1	0.05	0.07143
Potri.009G029500.1__Potri.010G204800.1	0.68213	0.65533	1293.0	882.0	0.5983	GF_000565	0.2051	1.8572	16.0	0.1104	Potri.010G204800.1	Potri.009G029500.1	0.05	0.07143
Potri.009G029500.1__Potri.010G204800.1	0.68213	0.65533	1293.0	882.0	0.5983	GF_000565	0.2051	1.8572	16.0	0.1104	Potri.010G204800.1	Potri.009G029500.1	0.05	0.07143
Potri.003G065200.1__Potri.013G141800.1	0.33211	0.9705299999999999	1635.0	543.0	0.0568	GF_000516	0.0	0.0	14.0	1.5961	Potri.003G065200.1	Potri.013G141800.1	0.25	0.0
Potri.005G047700.1__Potri.T122300.1	0.93814	0.9951200000000001	1746.0	1638.0	0.00536	GF_000577	0.0028	0.0119	9.0	0.2346	Potri.005G047700.1	Potri.T122300.1	1.0	1.0
Potri.005G047700.1__Potri.T122300.1	0.93814	0.9951200000000001	1746.0	1638.0	0.00536	GF_000577	0.0028	0.0119	9.0	0.2346	Potri.005G047700.1	Potri.T122300.1	1.0	1.0
Potri.005G047700.1__Potri.013G034900.1	0.9364299999999999	0.8678899999999999	1746.0	1635.0	0.17475	GF_000577	0.0785	0.3776	10.0	0.2078	Potri.013G034900.1	Potri.005G047700.1	0.5	0.5
Potri.013G034900.1__Potri.T122300.1	0.9364299999999999	0.8685	1746.0	1635.0	0.17295	GF_000577	0.0776	0.3754	10.0	0.2068	Potri.013G034900.1	Potri.T122300.1	0.5	0.5
Potri.013G034900.1__Potri.T122300.1	0.9364299999999999	0.8685	1746.0	1635.0	0.17295	GF_000577	0.0776	0.3754	10.0	0.2068	Potri.013G034900.1	Potri.T122300.1	0.5	0.5
Potri.002G027000.1__Potri.005G235500.1	0.9433	0.8731	1746.0	1647.0	0.1792	GF_000577	0.0837	0.3483	12.0	0.2404	Potri.002G027000.1	Potri.005G235500.1	0.5	0.5
Potri.005G047700.1__Potri.010G034200.1	0.91409	0.5683	1746.0	1596.0	0.87976	GF_000577	0.3465	33.0981	15.0	0.0105	Potri.010G034200.1	Potri.005G047700.1	0.14286	0.0
Potri.006G002700.1__Potri.016G003100.1	0.2939	0.75262	1623.0	477.0	0.45503000000000005	GF_000542	0.3446	0.1316	10.0	2.6186	Potri.006G002700.1	Potri.016G003100.1	1.0	1.0
Potri.001G438100.1__Potri.011G141500.1	0.31608	0.85575	1623.0	513.0	0.27418000000000003	GF_000542	0.0917	0.193	13.0	0.4751	Potri.001G438100.1	Potri.011G141500.1	1.0	1.0
Potri.011G165600.1__Potri.016G003100.1	0.27910999999999997	0.50993	1623.0	453.0	1.73432	GF_000542	0.8302	2.3558	18.0	0.3524	Potri.016G003100.1	Potri.011G165600.1	0.0625	0.16667
Potri.011G165600.1__Potri.016G003100.1	0.27910999999999997	0.50993	1623.0	453.0	1.73432	GF_000542	0.8302	2.3558	18.0	0.3524	Potri.016G003100.1	Potri.011G165600.1	0.0625	0.16667
Potri.002G063900.1__Potri.005G085900.1	0.14407	0.69281	2124.0	306.0	0.52575	GF_000555	0.2015	1.0933	9.0	0.1843	Potri.005G085900.1	Potri.002G063900.1	1.0	1.0
Potri.002G063900.1__Potri.005G085900.1	0.14407	0.69281	2124.0	306.0	0.52575	GF_000555	0.2015	1.0933	9.0	0.1843	Potri.005G085900.1	Potri.002G063900.1	1.0	1.0
Potri.005G085900.1__Potri.005G197200.1	0.41949	0.74635	2124.0	891.0	0.30301	GF_000555	0.1474	0.6933	10.0	0.2126	Potri.005G197200.1	Potri.005G085900.1	0.5	0.5
Potri.002G063900.1__Potri.005G197200.1	0.14265999999999998	0.76898	2124.0	303.0	0.48368	GF_000555	0.1983	0.4848	10.0	0.4091	Potri.005G197200.1	Potri.002G063900.1	0.5	0.5
Potri.001G282400.1__Potri.009G077600.1	0.46468999999999994	0.90679	2124.0	987.0	0.07666	GF_000555	0.0308	0.1877	12.0	0.1639	Potri.009G077600.1	Potri.001G282400.1	1.0	1.0
Potri.009G077600.1__Potri.016G125200.1	0.45621000000000006	0.72446	2124.0	969.0	0.31022	GF_000555	0.179	6.4831	13.0	0.0276	Potri.016G125200.1	Potri.009G077600.1	0.5	0.0
Potri.001G282400.1__Potri.016G125200.1	0.45621000000000006	0.72549	2124.0	969.0	0.3136	GF_000555	0.1608	6.125	13.0	0.0262	Potri.016G125200.1	Potri.001G282400.1	0.5	0.0
Potri.001G042900.1__Potri.003G183900.1	0.81784	0.9242100000000001	1581.0	1293.0	0.07156	GF_000576	0.0286	0.2074	10.0	0.1381	Potri.003G183900.1	Potri.001G042900.1	1.0	1.0
Potri.003G183900.1__Potri.018G105400.1	0.8311200000000001	0.63699	1581.0	1314.0	0.5737800000000001	GF_000576	0.2799	2.7221	15.0	0.1028	Potri.003G183900.1	Potri.018G105400.1	0.1	0.14286
Potri.001G042900.1__Potri.018G105400.1	0.81594	0.63953	1581.0	1290.0	0.56374	GF_000576	0.2695	3.1105	15.0	0.0866	Potri.001G042900.1	Potri.018G105400.1	0.1	0.14286
Potri.012G079100.1__Potri.015G074500.1	0.66171	0.8988799999999999	807.0	534.0	0.14477	GF_000537	0.0608	0.2606	10.0	0.2332	Potri.012G079100.1	Potri.015G074500.1	1.0	1.0
Potri.004G044400.1__Potri.011G053400.1	0.6803	0.898	807.0	549.0	0.18527000000000002	GF_000537	0.0616	0.1937	12.0	0.3181	Potri.004G044400.1	Potri.011G053400.1	0.5	0.5
Potri.013G129800.1__Potri.019G099300.1	0.79182	0.85915	807.0	639.0	0.31117	GF_000537	0.1219	0.18600000000000003	16.0	0.6556	Potri.013G129800.1	Potri.019G099300.1	0.25	0.25
Potri.004G044400.1__Potri.013G129800.1	0.66543	0.62011	807.0	537.0	0.96699	GF_000537	0.379	1.4442	17.0	0.2624	Potri.004G044400.1	Potri.013G129800.1	0.06667000000000001	0.06667000000000001
Potri.004G044400.1__Potri.013G129800.1	0.66543	0.62011	807.0	537.0	0.96699	GF_000537	0.379	1.4442	17.0	0.2624	Potri.004G044400.1	Potri.013G129800.1	0.06667000000000001	0.06667000000000001
Potri.004G044400.1__Potri.019G099300.1	0.67286	0.61142	807.0	543.0	0.9977799999999999	GF_000537	0.385	1.6266	17.0	0.2367	Potri.004G044400.1	Potri.019G099300.1	0.06667000000000001	0.06667000000000001
Potri.004G044400.1__Potri.019G099300.1	0.67286	0.61142	807.0	543.0	0.9977799999999999	GF_000537	0.385	1.6266	17.0	0.2367	Potri.004G044400.1	Potri.019G099300.1	0.06667000000000001	0.06667000000000001
Potri.004G044400.1__Potri.019G099300.1	0.67286	0.61142	807.0	543.0	0.9977799999999999	GF_000537	0.385	1.6266	17.0	0.2367	Potri.004G044400.1	Potri.019G099300.1	0.06667000000000001	0.06667000000000001
